1,  Morty! You gotta come on. Jus'... you gotta come with me.
3,"I got a surprise for you, Morty."
7,"We gotta go, gotta get outta here, come on. Got a surprise for you Morty."
9,"  What do you think of this... flying vehicle, Morty? I built it outta stuff I found in the garage."
11,"Morty. I had to... I had to do it. I had-- I had to-- I had to make a bomb, Morty. I had to create a bomb."
13,"We're gonna drop it down there just get a whole fresh start, Morty. Create a whole fresh start."
15,"Come on, Morty. Just take it easy, Morty. It's gonna be good. Right now, we're gonna go pick up your little friend Jessica."
17,"  When I drop the bomb you know, I want you to have somebody, you know? I want you to have the thing. I'm gonna make it like a new Adam and Eve, and you're gonna be Adam."
19,And Jessica's gonna be Eve.
21,"And so that's the surprise, Morty."
23,"I-I get what you're trying to say, Morty. Listen, I'm not...   You don't got... Y-you don't gotta worry about me trying to fool around with Jessica or mess around with Jessica or anything. I'm not that kind of guy, Morty."
25,"You-you don't have to worry about me getting with Jessica or anything. Sh-sh-she-- she, she, she's all for you, Morty."
27,"You know what, Morty? You're right.  "
30,"Get off of me, Morty!  "
33,Alright. I'll-I'll land. I'll land. I'll land. I'll land the thing. I'll land the thing. Big tough guy all of a sudden.
35,"  We'll park it right here, Morty. Right here on the side of the ree... road here."
37,"You know what? That was all a test, Morty. Just an elaborate test to make you more assertive."
39,"Sure. Why not? I don't, I don't know. Y-you know what, Mo--  "
53,"What, so everyone's supposed to sleep every single night now? You realize that nighttime makes up half of all time?"
58,"Mm, there is no God, Summer. You gotta rip that band-aid off now. You'll thank me later."
60,"Listen, Jerry. I-I-I don't want to overstep my bounds or anything. It's your house. It's your world. You're a real Julius Caesar but I'll tell you something--tell you how I feel about school, Jerry. It's a waste of time.  "
100,"There you are, Morty. Listen to me. I got an errand to run in a whole different dimension. I need an extra pair of hands."
102,"It's pretty obvious, Morty. I froze him. Now listen I need your help, Morty. I mean, we got we got to get get the hell out of here and go take care of business. buurp It's important. Come on, Morty."
104,"Do you have any concept of how much higher the stakes get out there, Morty? What do you think I can just do it all by myself? Come on!"
106,"I'll do it later, Morty. He'll be fine. Let's go.  "
130,"There she is. All right. Come on, Morty. Let's go."
133,"It's Dimension 35-C, and it's got the perfect climate conditions for a special type of tree, Morty, called a Mega Tree, and there's fruit in those trees, and there's seeds in those fruits. I'm talking about Mega Seeds. They're they're incredibly powerful, and I need them to help me with my research, Morty."
135,"All right, all right, calm down. Listen to me, Morty. I know that new situations can be intimidating. You're looking around, and it's all scary and different, but, you know, m-meeting them head on, charging right into them like a bull that's how we grow as people. I'm no stranger to scary situations. I deal with them all the time. Now, if you just stick with me, Morty, we're gonna be--  "
136,"HOLY CRAP, MORTY RUN!!!  "
137,"I never seen that thing before in my life. I don't even know what the hell it is! We got to get out of here, Morty! It's gonna kill us! We're gonna die! We're gonna die, Morty!"
139,"  Oh, Morty, take a deep breath. Breathe that breathe that fresh air in, Morty. Y-you smell that? That's the smell of adventure, Morty. That's that's the smell of-of-of-of a whole different evolutionary timeline."
141,"Are you joking me? I mean, look at all the crazy crap surrounding us. Look at that thing right there.   It defies all logic, that thing."
143,"Ta-ta-ta-ta-ta-ta. Morty, you see this?  "
144,"You see what we just stumbled upon, Morty? Any idea what that is down there?"
146,"That's right, Morty the mega trees with the mega fruit on them and that's what I'm talking about, Morty. That's where my seeds are. If we would have done what you wanted, I would have never have found them, because you're so in love with school."
148,"You ask a lot of questions, Morty. Not very charismatic. It makes you kind of an buurp under- buurp underfoot figure.  "
149,"Just take these shoes, Morty. They're buurp special grappling shoes. When you're wearing these things, these babies, you can basically just walk on any surface you want, Morty up, down, below, turn around to the left. These things really bring it all together."
151,"You have to turn them on, Morty! The shoes have to be turned on!"
165,"  the shoes on, Morty, for them to work. Yeah, look I turned mine on. I had no problem getting down here. It was a leisurely breeze."
167,"Yeah, I can see that. But do you think you'll still be able to help me collect my seeds, Morty?"
169,"Okay, hold on just a second, Morty.  "
172,"Don't worry about it, Morty. Just come help me get these seeds, all right, buddy?"
174,"Not that you asked, Morty, but what just happened there is I went into a future dimension with such advanced medicine that they had broken-leg serum at every corner drugstore.   The stuff was all over the place, Morty."
176,"There's just one problem, Morty one little hang-up. The dimension I visited was so advanced, that buurp they had also halted the aging process, and everyone there was young, Morty, and they had been forever. I was the only old person there, Morty. buurp It was like I was some sort of, you know, celebrity, walking around. I-I was fascinating to them. There were a lot of attractive women there, Morty, and they-they-they-- they all wanted time with me. I had a lot of fun with a lot of young ladies, but I spent so much time there, my interdimensional portal device it's got no charge left, Morty. It's got no charge left."
178,"It's as good as garbage, Morty. It's not gonna work anymore, Morty."
180,"There's ways to get back home, Morty. It's just it's just gonna be a little bit of a hassle. We're gonna have to go through interdimensional customs, so you're gonna have to do me a real solid."
182,"When we get to customs, I'm gonna need you to take these seeds into the bathroom, and I'm gonna need you to put them way up inside your butthole, Morty."
184,"Put them way up inside there, as far as they can fit."
186,"Well, somebody's got to do it, Morty. Th-these seeds aren't gonna get through customs unless they're in someone's rectum, Morty"
188,"And they'll fall right out of mine. I've done this too many times, Morty. I mean, you're young. Y-y-you've got your whole life ahead of you, and your anal cavity is still taut, yet malleable. You got to do it for grandpa, Morty. Y- buurp you've got to put these seeds inside your butt."
190,"Come on, Morty. Please, Morty. You have to do it, Morty."
206,"  I don't like it here, Morty. I can't abide bureaucracy. I don't like being told where to go and what to do. I consider it a violation. Did you get those seeds all the way up your butt?"
208,"That means they're good ones. You're a good kid, Morty. Those mega seeds are super valuable to my work. You've been a huge help to me. I'm gonna be able to do a-"
211,Why does he have to go over there?
213,What new- buurp what new machine?
215,"Run, Morty! Run!  "
221,Don't think about it!  
222,"Ooh! Oh, nice, Morty! The student becomes the teacher.  "
225,"I need to type in the coordinates to our home world, Morty. Cover me.  "
227,"They're just robots, Morty! It's okay to shoot them! They're robots!  "
231,"It's a figure of speech, Morty. They're bureaucrats. I don't respect them. Just keep shooting, Morty. You have no idea what prison is like here!  "
233,"Come on, Morty! We got to get the hell out of here!  "
238,"You can get his number later. Come on, Morty. We got to get out of here. You got to get those seeds out of your ass.  "
242,"Oh, hi, Jerry. Oh, my goodness, Morty! What are you doing out of class? We talked about this. Your-your parents and I are very disappointed in-in this behavior... No? No takers?  "
243,You guys should really not be touching that stuff. It's beyond your reasoning.
245,Takes one to know one.
247,What what are you guys doing with my stuff?
249,"A nursing home? What are what are you, nuts? I'm a genius. I build robots for fun."
255,What are you trying to say about Morty? That he's stupid or something?
257,I-I-I don't know what you mean by that. Can can can you be a little bit more specific?
262,"Morty, t-tell your parents the square root of pi."
264,"The square root of Pi, Morty. Go!"
268,"Morty, tell your parents the first law of Thermodynamics."
271,I told the both of you school is stupid. It's not how you learn things. Morty's a gifted child. He has a special mind. That's why he's my little helper. He's like me. He's gonna be doing great science stuff later in his life. He's too smart for school. He needs to keep hanging out and helping me.
274,"Okay, Jerry. You drive a hard bargain, but what am I supposed to do? Say no? You-you really wear the pants around here. I just want you to know, between us, from now on, it's gonna be clear communication.  "
276,No idea what you're talking about.  
280,"Full disclosure, Morty it's not. Temporary superintelligence is just a side effect of the mega seeds dissolving in your rectal cavity."
282,"Yeah, and once those seeds wear off, you're gonna lose most of your motor skills, and you're also gonna lose a significant amount of brain functionality for 72 hours, Morty."
285,"I'm sorry, Morty. It's a bummer. In reality, you're as dumb as they come and I needed those seeds real bad, and I had to give them up just to get your parents off my back, so now we're gonna have to go get more adventures.   And then we're gonna go on even more adventures after that, Morty and you're gonna keep your mouth shut about it, Morty, because the world is full of idiots that don't understand what's important, and they'll tear us apart, Morty but if you stick with me, I'm gonna accomplish great things, Morty, and you're gonna be part of them, and together, we're gonna run around, Morty. We're gonna do all kinds of wonderful things, Morty. Just you and me, Morty. The outside world is our enemy, Morty. We're the only friends we've got, Morty. It's just Rick and Morty. Rick and Morty and their adventures, Morty. Rick and Morty forever and forever. Morty's things. Me and Rick and Morty running around, and Rick and Morty time. All day long, forever. All a hundred days. Rick and Morty forever 100 times. Over and over, rickandmortyadventures.com. All 100 years. Every minute, rickandmorty.com."
304,"Morty, come on. I need your help tonight."
306,"I thought the whole point of having a dog was to feel superior, Jerry. If I were you, I wouldn't pull that thread. Come on, Morty."
310,"Boy, you really got me up against a wall this time, Jerry."
312,"All right, Ruffles What's his name?"
314,"Snuffles, shake."
316,Roll over.
318,Go to the bathroom.
322,"Yeah, you're at the top of your game now, Jerry. Have fun. Come on, Morty."
325,"Yeah, Morty, if you like that, boy, you're you're really going to flip your lid over this one."
328,"It's a device, Morty, that when you put it in your ear, you can enter people's dreams, Morty. It's just like that movie that you keep crowing about."
330,"That's right, Morty. This is gonna be a lot like that, except, you know, it's gonna may-buurp-be make sense."
332,"You don't have to try to impress me, Morty. Listen, tonight we're gonna go into the home of your math teacher, Mr. Goldenfold, and we're gonna incept the idea in his brain to give you A's in math, Morty. That way you can, you know, y-you're gonna help me with my science, Morty, all the time."
334,"Are you listening to me, Morty? Homework is stupid. The whole point is to get less of it."
336,"Come on, let's just get over there and deal with this thing. W-we're gonna incept your teacher. You're frustrating me."
344,Uh-oh! Spoilers!
346,I'm a full season behind.
348,"It's about to get a whole lot weirder, Morty."
354,"All right, Morty, time to make our move."
361,Allahu buurp akbar! We're gonna take control of this plane! We're gonna 9/11 it unless Morty Smith gets better grades in math!
363,"Hey! I said nobody move, buddy!"
366,"Take cover, Morty!"
370,"Goldenfold's got more control here than I anticipated. I mean, the guy teaches high-school math. buurp I didn't take him for an active dreamer. We've got to take him out so he wakes up, Morty but we can't get killed. If you get killed in someone else's dream, you die for real, Morty."
372,"Don't be a baby! You avoid getting shot in real life all the time, Morty. Just do the same thing here, and we'll be fine!"
393,"Goldenfold, we're coming out! We just want to talk!"
395,Because we're both rational adults that don't want anything bad to happen. And because I have a human shield.
399,"Oh, no, Morty. His subconscious is panicking."
403,Whoa! Whoa! Whoa! Whoooooaaaa! Whoa! Whoa! Whoooooaaaa!
407,"Relax, Morty. Look! Mrs. Pancakes has a parachute. Come on!"
411,"Pretty concise, Morty. Looks like we've merely prolonged the inevitable. That's it, Morty! Prolonging the inevitable! Listen, if we go into Mrs. Pancakes' dream, everything will go 100 times slower, Morty. That'll buy us some time to figure this out!"
414,"All right, let's go."
417,"Don't judge, Morty."
419,"Whoa, whoa, Morty, the trick to incepting is making people think they came up with the idea. Listen to me. If we're gonna incept Mrs. Pancakes, we have to blend. I'll talk to you after lunch."
439,"Whoa, whoa, whoa! What's the matter with you, Morty? Calm down! You're kind of killing the vibe in here."
443,"Oh, my God. Put some clothes on for the love of God Summer! Put some - I'm gunna puke! I swear to God I'm gunna puke!"
447,"Time to go another dream deep, Morty!"
452,"Geez, I don't know, Morty. Wha-what do you want from me?"
455,"Oh, here we go!"
458,Looks like some sort of legally safe knock-off of an '80s horror character with miniature swords for fingers instead of knives.
475,"Holy crap! We have to escape into someone else's dreams, Morty!"
478,The little girl!
482,"Are you kidding me? This again? Oh, man, it looks like we've hit dream bedrock here, Morty."
486,"Holy crap, Morty. He can travel through dreams. He can travel through dreams! We're so screwed!"
508,What are we here for again? Incepting? We're trying to incept-
510,"Oh, yeah."
517,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding."
519,"Yeah, well, since when are we taking this guy's advice on anything?"
521,Worst-case scenario we're back to running.
524,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while."
526,"Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move."
544,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him."
546,Looks like scary Terry's having a nightmare.
555,"Yeah, this is a bunch of bullcrap. Who cares what stupid pun you make when you kill someone? Why don't you let the poor guy say whatever he wants?"
557,"You're putting too much pressure on yourself, scary Terry. You know, I mean, y-you're perfectly scary enough as it is."
561,"You're our boy, dawg. Don't even trip."
567,"As a matter of fact, Terry, there is something you could help us with."
581,"Out of the frying pan dot, dot, dot, huh, Morty?"
583,"Well, it's possible that your dog became self-aware and made modifications on the cognition amplifier, then turned on Jerry, Beth, and Summer after learning about humanity's cruel subjugation of his species, but your guess is as good as mine, Morty."
586,"Psst, Beth, Jerry, Summer."
590,If we hurry we can set up camp in a sewer tunnel or something before the dogs completely take over.
592,"It's all over, Jerry."
597,"Ooh, great plan, Jerry."
608,"No, no, no, I was just playing dead. Good news, though, Morty. This whole thing's gonna be over really soon."
610,"It's a dream, Morty. We're in your dog's dream. The night the dogs captured us, after you cried and crapped your pants, we all went to sleep. Then I used my dream inceptors to put the two of us inside snuffles' dream."
612,"It's been six hours. Dreams move one one-hundredth the speed of reality, and dog time is one-seventh human time. So, you know, every day here is like a minute. It's like ""Inception,"" Morty, so if it's confusing and stupid, then so is everyone's favorite movie."
614,"No, no, that happened before you went to sleep, Morty. You're sleeping in your crap right now. Out of all the things that happened to you, that was the only real thing that, you know, is that you crapped your pants. I mean, it's a mess out there. I got some on my hands, Morty, and then I got it on the dream inceptor, and a piece fell in my mouth."
616,"Look, d-d-d-don't worry about it, Morty. Here, here take these, Morty. Take these."
618,Close. It's gonna make your kidneys shut down.
620,"It's necessary for the plan, Morty. Don't even trip, dawg."
639,"I think it will be great, Morty. You know it could be developed in-into a very satisfying project for people of all ages. I mean, I'd watch it, Morty, for at least 11 minutes a pop. You know, may-maybe they'll do it board-driven."
641,"What do you know, Morty? What do you know?"
644,"Oooh! This is how you dream, bitch.   "
664,"  Ho ho ho, everybody. "
667,"Calm down Jerry, this is Ruben, an old friend. "
669,I check in on him once a year and give him a little buurp medical buurp evaluation. 
673,"Don't worry about your C-C-Christmas, Jerry.   Ruben and I'll be in my workshop while you have another day in Phil Collins' proverbial paradise. "
695,"Hi Joyce, Leonard.   Hello there. "
697,Morty! A moment of your time? 
700,"He's in bad shape, Morty. "
702,"Gee, thanks Morty. What kind of monster do you think I am? I-I'm sittin' here trying to save the guy's life!   I want you to find Dr. Xenon Bloom. He'll know what's goin' on. "
704,In Ruben.   
706,"Ruben on the table, Morty!   Hold your breath until the process is over or your lungs will collapse. "
711,He's busy. 
714,"Morty, can you hear me? Head North! "
717,"  Depending on my aim, you should be just south of the entrance. "
719,"Welcome, Morty.   ...to Anatomy Park! "
721,"It's a little business venture I've been cookin' up on the side with Dr. Bloom.   An amusement park inside a human body. Science isn't cheap, Morty. This should really help put a dent in the overhead. "
723,"You got a problem with that last one, Morty? "
725,"Okay, alright, if I sounded a little defensive, it's because Pirates of the Pancreas was my baby. "
727,"I-I got a lot of push-back when I pitched it, Morty. I guess I'm still a little defensive. Let's just find Dr. Bloom, alright? I-I'm picking up a distress signal in the liver, Morty. "
729,Proceed to the liver. 
736,"Liver's under maintenance. Ruben's seen some rough years, Morty. Don't judge. You don't agree to have a theme park built inside you if your life's going great. "
740,"No no, Morty. The only monster here is alco-- buurp --holism.   That is an animatronic werewolf. "
750,"Hey Bloom, it's Rick. What the hell's goin' on here? "
756,Watch it. 
823,"Just take a deep breath, Ruben. "
832,"Oh, great work, Morty.   I'll just cure it, and then-- "
834,"Okay. Well I can't cure death. This is bad, Morty. You're trapped in a dead man. Listen, if the situation keeps darkening, do yourself a favor-- "
836,"--and hop by Pirates of the Pancreas. Obviously I'm biased, but, I think it's great, Morty. "
838,"  It's a bunch of pirates runnin' around a-a-a- pancreas. We don't whitewash it either, Morty. The pirates are really rapey. The top priority is to get you guys out of there, but I'm just saying, if that becomes impossible-- "
841,"--please, you gotta treat yourself. "
860,"Oh. Oh, Morty. Strike one. "
961,"Morty, you wanna put it on mute or something?   "
964,I'm trying to concentrate. 
967,"  Not now, Jerry. I've got much, much smaller fish to fry. "
970,"Relative... That's it! Relative size! Jerry, hand me a scalpel and a bundle of dynamite!   Morty! Can you get to the left nipple? "
974,"Morty, I'm talkin' about Ruben's left nipple! "
1000,"I'm almost there, Morty! "
1032,Where's Dr. Bloom? 
1034,"Goddamn it, Morty, I ask you to do one thing! "
1058,Too bad about Dr. Bloom.   He was a genius. The only man capable of creating a new Anatomy Park. 
1060,What about Pirates of the Pancreas...? 
1062,Booyah! Hold your breath! 
1066,"Yeah, so I heard. You dodged a bullet, Morty, trust me.   Puffy vagina. "
1068,"C'mon. Let's get some stuffing, I'm starving. "
1071,"Oh, unbelievable. We got a bunch of robot computer people sittin' around with their faces stuffed in computer screens.   Do you realize Christ was born today? Jesus Christ our Savior was born today! A-A-A-Are you people even human? What kind of Christmas is this? "
1076,"Loud and clear, Annie. "
1080,Hey everybody. 
1083,"Yeah, talk to me. "
1087,"Those guys are inside you building a piece of shit, Ethan! They're inside you building a monument to compromise! bleep. bleep those people. bleep this whole thing, Ethan. "
1092,T-t-t-this is just sloppy craftsmanship. 
1094,"Oh, yes, Morty. It's almost unbelievable, isn't it? "
1096,"Oh, sure, buddy. Yeah. Sure. B-brilliant. Very convincing. "
1098,"Oh! Responsive, too! In real time! I love it! "
1102,"Oh, what's with Mom? So, you're saying that she's acting weird? How soph--buurp--isticated. Careful, guys. You're gonna burn out the CPU with this one. "
1104,"Whatever, quote-unquote ""Morty."" "
1116,  Interesting... 
1128,"  Morty, u-uh, come on. There's a family emergency. "
1131,He doesn't care. 
1133,"Take a shower with me, Morty. "
1135,"Listen to me, Morty. Get your clothes off and get in the shower right now.   Y-y-y-you got to trust me, Morty. "
1137,"Morty, that's not class. T-t-t-that wasn't your teacher. This isn't your school. This entire world is not the world. We're inside a huge simulation chamber on an alien spaceship. "
1139,"It's all fake buurp Morty, all of it. Nanobotic renderings, a bunch of... crazy, fake nonsense, Morty. I couldn't say so until we got in the shower. They won't monitor us in here. "
1141,"Zigerion scammers, Morty. The galaxy's most ambitious, least successful con artists. You know, it's lucky for us they're also really uncomfortable with nudity. "
1143,"I can't let you do that, Morty. "
1146,No! You give it to me! 
1148,"Morty, come on! Morty! "
1177,"Uhp, uhp, uhp! Morty, keep your hands off your ding-dong! It's the only way we can speak freely. Look around you, Morty. Do you really think this world is real? You'd have to be an idiot not to notice all the sloppy details. Look, that guy's putting a bun between two hot dogs. "
